title,genres,description
Out of the Park Baseball 17,"Indie, Simulation, Sports, Strategy","New Version Available The new and greatly improved version Out of the Park Baseball 20 is available now! About the Game Out of the Park Baseball 17 - winner of Metacritic's PC Game of the Year 2016 award and now officially licensed by and the MLBPA - is the best baseball strategy game ever created! ""OOTP is an astonishing accomplishment!"" - Boston Red Sox Principal Owner John W. Henry Out of the Park Baseball 17 is a baseball fan’s dream. Step into the shoes of a GM and/or field manager to own the future or rewrite the past of your favorite real-world franchise. Build the team the way you want to. Start a new career with your favorite 2016 MLB team or span through almost 150 years of baseball history and run any team from the past! You can even set up your own fictional baseball universe or compete in online leagues against other OOTP players. The possibilities in OOTP 17 are endless. The brand new 2016 MLB roster set will include all projected Opening Day MLB rosters as well as the complete minor league system down to the rookie leagues and even future draft classes. Can Jake Arrieta, David Price, and Johnny Cueto give their teams the pitching boosts they need? Will Albert Pujols, Chris Davis, and Bryce Harper once again help power their clubs to victory? Can the Kansas City Royals repeat or will the Chicago Cubs finally win the World Series again? Find out and guide your favorite MLB franchise to glory! Dive into the more hands-on management and set your team's lineups, pitching staffs, and in-game strategy. You can oversee your league at a high level, or play out each game, managing play by play or even pitch by pitch. OOTP players progress realistically over time. Build a team through the draft, or sign big free agents to put you over the top! New Features in OOTP 17 include: The all-new MLBPA license lets players come alive. For the first time ever, Out of the Park Baseball features authentic FaceGen images of real players. With player aging, real-time emotion, and automatic uniform adjustment based on trades and free agency for most major leaguers, you’re more in touch with your club than ever. New 3D animation with moving player symbols making plays and greatly improved authentic 3D major league ballparks deliver the most powerful in-game experience yet. All-new Historical Exhibition mode allows you to pit any two major league teams from 1901 to 2015 against each other in a single game or series of multiple lengths. Or set up any past World Series matchup with authentic rosters automatically imported. What if...? Authentic historical minor league systems from 1919 through 2015 with a database of more than 100,000 real players let you navigate farm systems to unprecedented levels. New support for multi-core processors means that Out of the Park Baseball 17 cranks through simulations and other tasks at up to 60% better speeds than last season. Automatically generated game recap headlines and stories report on key events throughout the games and your overall experience. GMs will face smarter, more cunning AI GMs and managers that have individualized, personal approaches to roster-building, scouting, and finances. A beautiful, redesigned game interface makes it easy for armchair GMs and managers to build their baseball empire. And much more, like recoded scouting, better AI, more realistic player development, definable trade needs etc. Dozens of new features await you! Own the future - rewrite the past! Visit us on Facebook: Twitter: Major League Baseball trademarks and copyrights are used with permission of MLB Advanced Media, L.P. All rights reserved. OFFICIALLY LICENSED PRODUCT OF MAJOR LEAGUE BASEBALL PLAYERS ASSOCIATION - MLBPA trademarks and copyrighted works, including the MLBPA logo, and other intellectual property rights are owned and/or held by MLBPA and may not be used without MLBPA’s written consent. Visit , the Players Choice on the web."
Monster Energy Supercross - The Official Videogame 3,"Racing, Simulation, Sports","The only Official Monster Energy AMA Supercross Championship videogame is back! Everything is official, from real teams to the training compound, Monster Energy Supercross 3 is the exact replica of the Supercross world! OFFICIAL 2019 SEASON Relive the 2019 AMA Monster Energy Supercross season with 100 riders of both 450SX and 250SX categories, 15 official stadiums and tracks and - for the very first time - race with the official Supercross teams of the 2019 Championship in the career mode. CO-OP MODE IN THE NEW COMPOUND Get ready to enjoy an amazing Co-op experience with your friends in the brand new compound inspired by the Supercross test tracks used by the official teams, where you can train, race or roam freely in an even bigger area! DEDICATED SERVERS The addition of dedicated servers has made playing online more fun than ever! Challenge your friends in different modes: Race Director: choose the starting grid, give penalties and direct the race! Public Lobby: create a fully customisable lobby (race mode, race type, weather, etc.) or scroll through the list of lobbies available and pick the one you like the most. Private Lobby: create a custom event and challenge your friends. TRACK EDITOR Create, share and download an infinite number of tracks with the limitless track editor. Unleash your creativity to create the track of your dreams or vote and download the one you like the most. THE STRENGTH OF A WOMAN Show the world how strong a woman can be. Choose to play as a female rider to become the next Supercross champion! ENJOY AN IMPROVED GAMEPLAY New ground and in-air physics, new rider models and new animations will give you a more immersive experience to enjoy the Supercross world at its best!"
G.O.P.O.T.A,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy","Special Offer About the Game Hello! Do you have half a grand? What if I do? Take on the role of a thug: snatch a cell phone from the local bartender and take selfies with it like all proper thugs. Go get some sigs at the local shop and hang out with the homeless. Walk around the neighborhood, talk to the cops, find notes from your friend Sergei that you drank with yesterday. You can also piss on the door of the annoying neighbor who constantly plays his annoying music. And don't forget to punish the utilities that don't want to do their job properly. And do the rest! You'll also get a lot of memes and references!"
RevolVR 3,"Action, Casual, Sports","CALL YOUR STEAM FRIENDS FOR MORE FUN REVOLVR 3 About the Game The third part of a VR franchise enjoyed by millions. It's 01 Space Era. Revolver is the only kind of weapon allowed to be carried by citizens. Gun manufacturers demo their products by allowing gunslingers to upload themselves into robotic bodies and participate in a futuristic Wild West story. You now have the privilege of joining this blood-lusty crowd. Compete against your STEAM FRIENDS online and add bots. Great for parties, great for serious gaming. FEATURES Very simple controls Move like there is no tomorrow! Duck, jump and hide to get the upper hand Multiplayer mode for you and your friends Short, action-packed matches in different levels Meet your friends in the 'saloon', a vast social hub Compete against your friends in the Russian Roulette and Shoot-The-Bottle Fight your way through the ranks to become the most notorious gunslinger there is Challenge the bots to see if your puny human brain can make it INSIDE THE GAME 1 to 6 players inside a match Four characters with different revolvers to choose from Three distinct battle arenas with more coming A social hub with voice chat Mini-games and side entertainment Bring your Steam friends in! ABOUT THE FRANCHISE RevolVR 2 was played by 3 million people in 78 VR parks around the world Now you can experience RevolVR 3 in the comfort of your own very home SOCIAL MEDIA Join our #matchmaking channel on Discord Website has press materials and contacts."
The Tower Of TigerQiuQiu 2,"Action, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy","About: The Tower of TigerQiuQiu is a mini game collection Include： Gem Three Elimin：Beautiful gem elimination game 1942-J20：What if a J20 fighter jet crossed into the 1942 air and sea war? Under Water Bubble: What if a J20 fighter jet crossed into the 1942 air and sea war? Ball Breaker: Beautiful ball-playing brick game Tiger Tank 70：Not only the evolution of the picture, but also the perfect solution to the road-finding problem of the new generation of tiger tank battle"
Mahjong Match,"Adventure, Casual, Indie, Sports, Strategy","Mahjong Match is the perfect game for the casual player looking for fun and extensive gameplay. The goal of this game is to match open pairs of identical tiles and remove them from the board. The game is finished when all pairs of tiles have been removed from the board. Game Features: - Undo, - Hint, - Shuffle, - Highlight - 3 uniquely designed sets of backgrounds - 300+ Levels Easy, Normal, Hard"
Zombie Survivor: Undead City Attack,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy","check this game out! check this game out! About the Game Welcome to Zombie Survivor: Undead City Attack - get ready to survive the zombie invasion in this first-person shooter! Get ready for a relentless zombie onslaught in our action-packed shooter. Grab your weapon, take on the horde and unleash a hail of bullets as you fight for survival against the relentless tide of advancing undead! Experience the precision and power of headshots in our intense zombie shooter. Lock and load your assault rifle as you take down zombie after zombie with deadly precision, proving that in the face of the undead, every shot counts! Improve your zombie killing skills by climbing to the top of a building and wielding a sniper rifle. Take aim and shoot down the undead menace in the streets below with calculated precision. The roof is your vantage point; streets, your battlefield! Turn the tables with explosive tactics in our zombie shooter. Throw a grenade into the heart of the undead horde and witness the devastating explosion that clears the way! After a secret scientific experiment goes wrong, a mysterious deadly virus breaks free from the laboratory, turning everyone in its path into crazed zombies! This modern world plague has spread throughout the world, the zombie apocalypse has begun on every continent and every country, the biggest cities have become battlefields between undead monsters and the last surviving zombie killers. The largest zombie outbreaks have occurred in major cities - New York, London, Rio de Janeiro, Mexico and Johannesburg are on the verge of collapse. Several survivors, namely Zombie Survivor: Undead City Attack, had to hide in underground subway tunnels. Your mission is to travel through these places, fight zombies in the streets, protect those lucky enough to survive, and deliver blood samples to the laboratory to create an antivirus. Now only you can give humanity a chance to survive! Only a few people with a rare gene in their DNA are immune to the virus, and their blood can be used to create a vaccine. So, while most of the survivors are hiding underground, the bravest of them come out to meet the crazy zombies on the streets, sneak into the nearest laboratories and create a vaccine. But only the one who can be called a real zombie killer and zombie hunter is able to resist and defeat the hordes of crazy zombies running at them from all sides! And you were destined to become such a zombie killer! Sometimes you'll be left alone at a crossroads in a city, in the middle of a local zombie outbreak, and your mission will be to simply survive there. Hordes of zombies will come at you from all sides, so keep your aim and try not to run out of ammo. Other missions have you sitting safely on a rooftop and your mission will be to protect scientists or innocent people who are trapped by zombies and left for dead. A good sniper rifle will definitely come in handy there! As an elite special forces soldier, you have a large arsenal at your disposal - pistols, submachine guns, assault and sniper rifles, shotguns, grenades and armor - everything a zombie killer could want! Make sure you are properly equipped, spend money on weapon upgrades and extra ammo as you will face several waves of very fast zombies with an extremely strong zombie monster at the end of each level! Game highlights: - Post-apocalyptic zombie first-person shooter at its finest - Huge variety of enemies, new deadly beasts and monstrous bosses on every level. - Wide selection of weapons - pistols, submachine guns, assault and sniper rifles, shotguns, grenades and armor. - Dozens of quests that can be completed for rewards - High-quality graphics and hardcore gameplay - an adrenaline rush is guaranteed! This is not your average zombie vs plant game, pixel game or any other battle royale game - this is a hardcore offline do or die battle during the zombie apocalypse! The zombies ate your friends and now they want to eat you, so get ready to kill them all and escape death! Improve your shooting skills and survival instincts, master headshots for instant kills, upgrade your weapons, buy new armor and ammo - get ready to stop the zombie invasion and clear the city of the undead menace! Game Features: - Furious gameplay, a combination of survival RPG and first-person shooter. - Real zombie carnage, lots of undead to fight at the same time. - An impressive arsenal of weapons, including classic pistols and modern killing machines. - Earn money for killing zombies and medals for completing levels. - Smart system for improving your weapons and equipment. - Lots of equipment and amplifiers, grenades, armor and first aid kits. - Exciting, almost impossible boss fights Be the zombie hunter that people desperately need, you are their last hope, this dying world deserves a hero, so pass all the challenges along the way and maybe you can save the human race from extinction!"
Pretty Girls Breakout! PLUS,"Action, Casual, Sports","""Pretty Girls Breakout!"", A batting action-type breakout game that hits, hits, and hits back, is powered up! New game modes and new gimmicks have been added to make ""Pretty Girls Breakout! PLUS""! Complete the stages and get the costumes of 10 Pretty Girls to complete the game! ◆ Game content ""Pretty Girls Breakout!"" is a block breaking game in which you control the player, batting at the right time and hitting the ball back. Depending on the stage, enemies will appear and shoot attack bullets, but aggressively hit back the bullets, destroy blocks and defeat the enemies to aim for a high score! ◆ New game modes! Pretty Battle This mode has 5 stages for each of the 7 characters. The difficulty level increases with the level of the stage. You can earn points by clearing each stage. Use the points you earn to get new costumes from the point exchange in the dressing room! Eternal Challenge In this mode, players compete to see how high they can increase their high score by endlessly breaking blocks that are approaching. The score increases as you break blocks and smash continuously, but it decreases as the ball falls or you take damage. The game is over when the block reaches the position of your ship. Try your hand at the endless, never-ending stages! ◆ ""KAWAII"" Girls are waiting for you! There are 10 characters in total! New costumes can be changed in the dressing room. All characters are voiced in Japanese. ◆The Dressing Room has been powered up! The latest version of the Dressing Room, a well-known feature of the Pretty Girls series, is now available. In the diorama mode, you can place multiple characters at the same time and customize each character's placement, facial expression, and costume. Ten different stamps can be attached to decorate the scene! ◆ Character introduction Beatrix Queen of the fairy kingdom who descended to the human world. She is an egomaniac who respects beautiful things and can't help acquiring them. Ayame A mischievous girl with a strong sense of justice. But in fact, she is actually shy. Rui Rui is one of the most popular idols of the moment. She becomes tsundere in front of men she likes. Asahi Kind, family-oriented, and firm. She is good at housework and is relied on to do it, but she is not good at sports. Yu Yu is a responsible and serious person, but she is often defenseless. She is family-oriented and good at housework. Erina A kind and caring teacher. She is the advisor of the swimming club. Ryoka A strict physical education teacher who is hard on herself and others. She is often feared by her students. Miku A cheerleader who uses her athletic prowess to her advantage. She is a cute little sister with a sassy and pouty personality. Misa A calm, mature woman with a seductive sex appeal. She prefers older men. Yuri An elite type with a clear head. She is bitter about the open-minded lifestyle of women and believes that love should be a healthy relationship. *All bishojo characters are officially licensed for use. *All characters in this game are 18 years of age or older."
Ragnarok Chess,"Casual, Simulation, Sports, Strategy","The classical game of chess... now played in the beautiful Viking lands! Play chess against your friends or versus the computer, unlock new scenarios and chess pieces, and prove yourself to be the most fearless Viking alive! Features: Play against the computer with 3 different difficult levels; Unlock up to 12 beautiful scenarios for you to play in; Unlock 2 more Chess Pieces, with more elaborate designs and armor; Play against your friends locally or just have fun against the computer; Originally composed soundtrack to get you in the mood."
Party Golf,"Indie, Sports","Self-Awards About the Game Party Golf is a crazy and competitive couchplay game for one to eight players. Party Golf combines simple 2D physics, a procedurally generated world and over a trillion different gameplay combinations. Features 4-player local-multiplayer and even 8-player matches (with wacky shared controller mode) Over 100 included game modes, or make your own with the super powerful gameplay customisation system Procedurally generated terrains so you'll never play the same hole twice Insanely customizable powerups to suit any play style, or match Twitch integration that allows viewers to directly change the gameplay through the group chat But does it have... Giant Bananas? Check. Wall hacking powerups? Check. Night golf? Flexible scoring rules? Single-Player trials mode??? Check, check and check."
Monster Energy Supercross - The Official Videogame 2,"Racing, Simulation, Sports","The official Monster Energy AMA Supercross Championship game is back! Live like a champion with the updated career mode. Take part in more activities through your agenda: from Monday until the race weekend you will complete challenges, find new sponsors and meet fans to obtain incredible prizes! Train hard in the Compound. A vast area where you can ride freely and put your custom rider's skills to the test, competing against rivals on four different tracks. You can put your leaning, starting, braking, cornering and scrubbing abilities to the test here. Tackle competitions like a hero. Compete against more than 80 official 250SX and 450SX championship riders, including Jason Anderson, Marvin Musquin and, for the first time ever, the acclaimed Eli Tomac! Your face, your style, your personality. A new customisation mode with more than 3000 objects to create the bike of your dreams with aftermarket components. Customise your avatar with new options including beards, tattoos, earrings, hats; as well as skin, eye, hair and eyebrow colours. Choose how to celebrate victory: after all, we all have our lucky moves! An upgraded track editor. Additional features and simplified accessibility thanks to the new graphic interface. Designing, constructing and sharing your custom tracks with the community will be easier thanks to the upgraded track editor!"
When Ski Lifts Go Wrong,"Casual, Indie, Simulation, Sports","In When Ski Lifts Go Wrong , you start in the rolling foothills and journey up to the jagged and exposed peaks. Puzzle over carefully designed scenarios to help every passenger reach their destination. Realistic physics means realistic disasters. Build varied facilities and deal with rope tensions, control your riders across the perilous terrains, whether or not they meet peril is up to you! OVER 100 CHALLENGING LEVELS Construct various facilities and infrastructures such as chairlifts, gondolas, jumps, bridges and ramps. Build increasingly impressive structures as you progress through the varied campaign using your materials wisely. Cutting corners will save money, but it may compromise passenger safety with hilarious consequences! ORIGINAL PHYSICS PUZZLES Jump into the fabulous role of a mountain resort engineer and master the ropes physics; learn the stresses and strains that will impact all the different types of structures that you’ll build. Change between Build Mode and Simulation Mode whenever you want. EXTREME SPORTS After the construction - enjoy some sports! From Winter to Summer activity, try snowboarding, skiing, motorbiking, peddling and more…Take control of your riders and feel the mountain air to give them an extra nudge towards their destination and claim that coveted Number One leaderboard spot. TOP OF THE ROPES Keep an eye on your budget and tick off all the bonus objectives to be at the top of the online leaderboards. Grab all the trophies and enjoy puzzles from simple green to extreme black difficulty. SANDBOX BUILDER MODE Once you’ve mastered the slopes of When Ski Lifts Go Wrong, create your own in the easy-to-use level builder where your only limit is your imagination. STEAM WORKSHOP Test your engineering skills against creations from the rest of the community. SOCIAL SHARING Jump in head first and share your proudest or most disastrous replays with the community with the inbuilt gif and mp4 exporter that makes it easy to share your replays and creations online."
Out of the Park Baseball 20,"Indie, Simulation, Sports, Strategy","New Version Available The new and greatly improved version Out of the Park Baseball 21 is available now! About the Game Twenty years of dedication to sports strategy gaming excellence has led to this - the biggest, boldest, and most-anticipated release ever in the history of the award-winning gaming franchise: Out of the Park Baseball 20 . ""OOTP is an astonishing accomplishment!"" - Boston Red Sox Principal Owner John W. Henry Officially licensed by MLB, MiLB and the MLBPA, OOTP 20 is a baseball fan's dream come true and the only game ever to win the Metacritic PC Game of the Year Award twice. Step into the shoes of a GM and/or manager to own the future or rewrite the past of your favorite real-world baseball franchise. Build the team the way you want. Start a new career with your favorite 2019 MLB team or go back through almost 150 years of baseball history and run any team from the past! You can even set up your own fictional baseball universe. Out of the Park Baseball 20 Basic Features The brand new 2019 MLB roster set will include all projected Opening Day MLB rosters as well as the complete minor league system down to the rookie leagues and even future draft classes. On top of this, 12 international leagues (Japan, South Korea, Taiwan, Australia, Italy, the Netherlands, Mexico, Cuba and new in OOTP 20: Germany, Spain, France and the Czech Republic) and several international and US independent leagues return to OOTP 20 with accurate and projected 2019 rosters. Discover new talent, draft the next superstar, negotiate with free agents, enter trade talks with other teams, build your dynasty and guide a franchise into an infinite future! As a manager, dive into the more hands-on management and set your team's lineups, pitching staffs, in-game strategy and call the shots from the dugout. You can oversee your league at a high level, or play out each game in the redesigned 3D game mode, managing play by play or even pitch by pitch. OOTP has it all covered! New features in OOTP 20 include: LIVE services - start a new MLB game any day during the regular season with up-to-date rosters, standings, stats and player ratings, or to update player ratings in your current game based on their current performances. We spent a lot of time in the motion capture studio to create hundreds of new animations which take the 3D in-game action to a whole new level. Diving plays, shoestring catches, hitters celebrating a walk-off in style: it's all there. Baseball is constantly evolving, as is our award-winning simulation engine. This year we have introduced several new strategic options, such as an opener and a follower for an unorthodox approach to managing your pitching staff. We have also worked hard to improve the simulation engine and AI to handle the new options and also make the smartest strategic decisions possible at any time during the game. But not only did we improve the in-game AI, we are always working hard to improve all AI-related aspects of the game, including trading, contract logic, general roster building, and player evaluation, which lies at the core of the entire OOTP AI, resulting in the most challenging and rewarding gameplay ever in OOTP 20. Perfect Team Mode 2.0 - the online strategy revolution continues! Battle tens of thousands of managers from all over the world in the exciting Perfect Team Universe. Historical simulations have been greatly improved by optimized player ratings and new defensive evaluations Teams can now participate in multiple tournaments in the same time, vastly expanding possible league scenarios 4 new international leagues with real teams & players: Germany, France, Spain and the Czech Republic All new tiebreaker calculations for improved realism Added support to have players in lineup back up other positions, and substitute in starting lineups for them Graphical spray charts for players for a deeper scouting experience. Who do you use the shift on? Improved interface and HTML reporting Added many new achievements for both Challenge Mode and Perfect Team Countless small tweaks that enhance the user experience And much more... Out of the Park Baseball 20 features Perfect Team 2.0 , the sequel to the revolutionary online competition and card collection mode that made its debut in OOTP 19 and stunned the sports & strategy gaming genre. Tens of thousands of teams from all around the world compete in the multi-level Perfect Team online universe for the ultimate goal, reach and win a Championship in the coveted Perfect Leagues. Can you become a legend? Perfect Team Mode 2.0 features: 6 Starter Packs containing 36 player cards -- start competing right away! Collect over 3,200 player cards from today and yesteryear, including many fan favorites Customization options for your team logo, uniforms, and ballpark Lineups, strategies, and tactics with typical OOTP depth -- get the most out of your team! Perfect Points that you earn by unlocking achievements -- use them to get more packs and improve your team! 3D highlights´, box scores and full replays from simulated games 2 ways to get Perfect Points for cards: sell them immediately or auction them off to other players NEW Tournaments, battle other players in many different tournaments and win packs and exclusive player cards NEW Collection Missions, finish different collections and receive exclusive cards as a reward NEW Improved Auction House features NEW Additional league level, bringing the total to 6. NEW More achievements NEW Access history reports of past seasons NEW Access standings & stats from other leagues in the universe NEW PT Universe Record Book Out of the Park Baseball 20 - Twenty Years of Excellence!"
Creepy Creepy Love,"Action, Adventure, Indie, RPG, Sports","Dating simulator with yandere which at any moment can turn into a brutal love thriller. Every decision you make affects the development of the plot. Take responsibility for your actions, at least in a video game! It depends only on you whether Rosa will be able to defeat all five evil rivals? Will Rosa be able to be happy? And will she be together with Samon?! Make your decisions and come to one of three shocking endings. One-on-one duels with MMA elements, punching and kicking, knocking your opponent to the ground and finishing him off in the parterre. Beat em up multiple opponents in Beat em up style, crush your enemies with the juicy sounds of punches and blood splatters in this arcade street fighting simulator!"
VR Soccer '96,"Simulation, Sports","It's just a game like English soccer fans are just a little bit enthusiastic. Say hello to the next generation of soccer. We're talking real-time 3-D Virtual FieldVision that puts you anywhere on the field. Play from virtually any perspective with smooth, fast camera action that gets you in the game. It's interactive technology that doesn't just look better, it plays better. Select your squad from 44 international teams and choose the position you want to play. Plus, head to head or alternating play modes for one or two players. VR Soccer. The Difference is Real. The first football game to utilize 3D graphics; also known as Actua Soccer Create your own team and customize it to suit your preferences Play with up to 15 of your friends!"
Retail Company Simulator,"Action, Adventure, Casual, Indie, Massively Multiplayer, Simulation, Sports, Free To Play","This is a first-person simulation game where you run a retail company. Expand your humble store into a huge retail company. Co-Op Mode and Single Player Share the duties with your friends in co-op mode (for up to 4 players). The more players in the store, the more demanding customers will visit your store. Also, you can go solo and manage everything in the store. You can invite your friends anytime if you change your mind. Store Workflow Sign contracts with leading brands, order new products with an in-game computer, unpack the boxes, place the products into your store, and set the prices for your products. Consider the market prices while setting up your product prices in the store for customer satisfaction. Always keep your store clean so as not to lose any customers. Also, be careful with the thieves to avoid some box losses that would cause a leak in your finances. Products Please make sure your customers find all their needs in the store. Always expand your product portfolio and satisfy your customers. Shirts, jackets, pants, sweatshirts, dresses, t-shirts, shoes, hats, and more... Be aware of the market prices and purchase more products when they're cheap. Customers Place a sufficient number of checkouts and fitting rooms to reduce the waiting time for customers. Scan products and collect payments whether in cash or with card purchases. Don't forget to fulfill the online orders. Expansions and New Teammates Expand your store and warehouse by leveling up your store and budget. Hire stockers to fill the racks. Purchase more cash registers and hire new cashiers to minimize long queues at the checkouts and to reduce waiting time for customers."
SAMUZA,"Action, Casual, Indie, Sports, Free To Play","Welcome to the world of SAMUZA! In this time attack obstacle course game, you play as one of the ""SAMUZA"" series of robots who tries to restore the lost world by finding it's allies. Story The year is 299X. Humanity has perished, and the world is ruled by a runaway artificial intelligence. Foreseeing the end, the last Engineer made 9 keys, each with a piece of code, to be used when all else failed to restore the world to it's prevous state. You are Humanity's last hope, the robot series ""Samuza-L800"". You must find the 9 special robots scattered around the world and collect their keys. The ruling AI will surely interfere. You must overcome it's traps, collect the keys and use their combined code to reset the world. I wish you luck! Gameplay Compete in several game modes with different levels from the game's story and the community. Each level has a track you must complete while avoiding a series of obstacles. Story Mode The game's story campaign. Complete a series of premade levels and unlock new blocks to use in your creations. Endless Mode Complete random community made levels. Be careful not to fall off the course, as you will lose one life each time you reset. See how far you can go! Search Mode Use this to find community made levels. Use a code to find specific levels or follow other creators to easilly find their levels. 2P Versus Mode Play with your friends in split screen local multiplayer. You will get random levels from the community. In this mode there are no lives, have fun with your friends any way you want to. 2P Search Mode Play any specific level with a friend in split screen local multiplayer. Here you can search and play community made levels. You can play against your friends on the levels you created! Prepare a difficult course and compete against your friends! Creator Mode Make your own content! You can create your own original levels in the Creator Mode! Here you can choose from a collection of blocks and combine them to make your unique levels. Unlock new blocks by playing the Story Campaign and Endless Modes! Build at your pace Take your time in the creator mode. Test your progress at any time inside the Creator. Save your progress locally or to your account. Once complete, you can upload your levels and share them with your friends and the community! Let everyone around the world play in your original levels!"
Impossiball,"Action, Casual, Indie, Sports","""WELCOME TO IMPOSSIBALL!"" IMPOSSIBALL is a re-imagining of Atari’s ""Pong"" with three different game modes that can be played in singles (1-2 players) or doubles (1-4 players). The game modes are: IMPOSSIBALL, DODGEBALL and LONEBALL. IMPOSSIBALL IMPOSSIBALL is like Pong but with 500 balls instead of one. There are 10 different Power-Ups to collect (or avoid): Bigger - Increases your ship's size Fast Balls - Increases the speed of all balls Impossiball - Randomises the direction of the balls Inversion - Reverse's your opponent's controls Invisiball - All balls are invisible Magnet - Balls are attracted to your ship Shield - Your goal is protected Slow Down - Reduces your opponent's speed Smaller - Reduces the size of your opponent's ship Stop - Pauses the movement of all balls (All power-ups are temporary except for Fast Balls.) DODGEBALL DODGEBALL requires you to avoid getting hit by the orange balls as they get bigger and faster. The affect of some Power-Ups is slightly different in this game-mode, for example: BIGGER makes your opponent's ship bigger while SMALLER makes your ship smaller! LONEBALL LONEBALL is our love-letter to Atari's original game featuring one, lone ball drenched in a neon glow and all set to a chip-tune soundtrack! All game-modes can be played in single player, or with 2 to 4 players as co-op or versus - using any combination of mouse, keyboard and up to four controllers."
Ignition,"Action, Racing, Sports","In an exotic range of vehicles and around some of the harshest circuits ever devised, you've got to ram, nudge, barge and otherwise cheat your way to victory. If you spot a sneaky shortcut, then use it - if your opponent's hugging the cliff edge then give him a nudge and a salute as you cruise into the lead and he cruises into a deep gorge. Out on these panoramic race circuits, you'll get to drive the weirdest range of vehicles. Speed merchants can try the Bug for size, style victims can hop in the Redneck and those with a taste for the bizarre can drive the bright yellow school bus through the opposition. Once you've beaten the computer controlled cars, grab a mate and test the multiplayer mode. You won't need no stinking modem to play head to head in this game, though, because Ignition features a unique split-screen mode for up close and personal racing. IGNITION - it takes skill to drive like a nutter! Seven unique race tracks from the Lost Ruins to Cape Thor 11 unusual vehicles from monster trucks to jungle jeeps Funky smooth-scrolling overhead race view Two player split-screen mode"
MotoGP™17,"Racing, Simulation, Sports","Prepare yourself for the adrenaline of the 2017 MotoGP™! Enjoy maximum entertainment with all the bikes, teams and tracks of the official Championship. Try the new Managerial Career mode and put yourself in the shoes of a team manager, trying to make the right choices both on the track and off it."
